260	58219.30 	743.6723 	16.47439
300	31952.38 	449.4680 	9.422128
350	16440.33	261.5658	5.048017 
400	9144.702 	159.2081 	2.836650
450	5358.777 	104.0634 	1.735207
500	3308.952	69.37874	1.124220
550	2095.039	47.88760 	0.748163 
600	1393.853 	33.75810	0.512854 
650	944.0703	24.83091 	0.360707 
700	655.0891 	18.11137	0.261518 
750	462.7017	13.73515 	0.192090
800	330.3886	10.30697	0.145775
850	242.0691 	7.973956	0.110608 
900	178.5368 	6.191430	0.083795 
950	134.2641	4.888948	0.067986 
1000	101.9934 	3.954503	0.052149
1050	78.20859	3.146520 	0.041744
1100	59.90009	2.533388	0.034087
1150	46.12368 	2.096174	0.027648
1200	36.29599 	1.678298	0.022488
1250	28.84553	1.377447	0.018375 
1300	22.69902 	1.154309 	0.015248 
1350	18.47745 	0.952920	0.012779 
1400	14.85011	0.812393	0.010335
1450	12.05003	0.672350 	0.008993
1500	9.646738 	0.561969 	0.007630
